time,value
9:37:32,64
9:37:37,62
9:37:52,62
9:37:57,61
9:38:02,62
9:38:17,62
9:38:22,64
9:38:27,63
9:38:32,64
9:38:47,64
9:38:49,64
9:39:04,65
9:39:09,66
9:39:14,65
9:39:24,66
9:39:34,65
9:39:39,62
9:39:44,59
9:39:49,59
9:39:59,60
9:40:04,63
9:40:09,63
9:40:19,63
9:40:34,63
9:40:44,63
9:40:59,63
9:41:04,63
9:41:19,63
9:41:34,63
9:41:39,64
9:41:54,64
9:41:59,66
9:42:14,66
9:42:24,64
9:42:31,64
9:42:36,63
9:42:41,62
9:42:56,62
9:43:06,63
9:43:11,62
9:43:16,61
9:43:21,61
9:43:31,62
9:43:36,63
9:43:51,63
9:44:01,62
9:44:06,60
9:44:21,60
9:44:26,64
9:44:31,64
9:44:36,66
9:44:41,65
9:44:51,66
9:44:56,69
9:45:01,69
9:45:11,70
9:45:16,68
9:45:31,68
9:45:46,68
9:45:53,65
9:45:58,63
9:46:13,63
9:46:18,64
9:46:33,64
9:46:48,65
9:46:58,66
9:47:08,64
9:47:23,65
9:47:38,64
9:47:53,64
9:47:58,63
9:48:03,63
9:48:13,64
9:48:18,64
9:48:23,64
9:48:33,65
9:48:38,66
9:48:53,66
9:48:58,65
9:49:08,64
9:49:13,63
9:49:18,64
9:49:33,64
9:49:38,63
9:49:53,63
9:50:08,63
9:50:10,65
9:50:15,66
9:50:25,65
9:50:35,66
9:50:40,65
9:50:45,64
9:51:00,64
9:51:05,63
9:51:15,63
9:51:20,65
9:51:25,65
9:51:35,64
9:51:45,66
9:52:00,66
9:52:05,64
9:52:10,62
9:52:15,65
9:52:20,67
9:52:35,67
9:52:40,65
9:52:45,65
9:53:00,65
9:53:15,65
9:53:20,66
9:53:30,63
9:53:37,63
9:53:52,63
9:53:57,64
9:54:12,64
9:54:17,62
9:54:27,61
9:54:42,61
9:54:47,63
9:54:57,61
9:55:12,61
9:55:27,61
9:55:42,61
9:55:47,60
9:55:57,60
9:56:02,61
9:56:12,60
9:56:17,60
9:56:22,59
9:56:27,58
9:56:32,58
9:56:37,59
9:56:42,57
9:56:47,59
9:56:52,58
9:56:57,59
9:57:04,59
9:57:09,59
9:57:14,59
9:57:29,59
9:57:39,60
9:57:54,60
9:58:04,59
9:58:14,60
9:58:24,61
9:58:29,60
9:58:34,59
9:58:39,59
9:58:54,59
9:59:09,60
9:59:14,62
9:59:19,64
9:59:24,64
9:59:29,63
9:59:34,63
9:59:39,61
9:59:44,60
9:59:54,59
9:59:59,59
10:00:04,59
10:00:09,60
10:00:16,61
10:00:21,63
10:00:26,64
10:00:41,67
10:00:46,68
10:00:56,67
10:01:01,66
10:01:06,68
10:01:11,65
10:01:16,62
10:01:21,58
10:01:26,56
10:01:36,57
10:01:41,57
10:01:56,57
10:02:01,59
10:02:06,60
10:02:11,61
10:02:16,64
10:02:21,63
10:02:36,63
10:02:41,61
10:02:46,61
10:02:56,61
10:03:01,61
10:03:06,60
10:03:11,60
10:03:17,62
10:03:22,61
10:03:27,62
10:03:32,62
10:03:37,61
10:03:52,61
10:04:07,61
10:04:12,62
10:04:22,65
10:04:32,64
10:04:37,63
10:04:52,63
10:04:57,60
10:05:02,60
10:05:07,59
10:05:22,59
10:05:27,60
10:05:37,61
10:05:42,63
10:05:47,63
10:05:52,62
10:05:57,62
10:06:07,61
10:06:12,60
10:06:19,59
10:06:24,59
10:06:29,60
10:06:34,60
10:06:39,60
10:06:54,61
10:06:59,62
10:07:04,61
10:07:19,74
10:07:24,75
10:07:29,72
10:07:34,68
10:07:49,68
10:07:59,67
10:08:09,67
10:08:14,67
10:08:24,66
10:08:29,65
10:08:34,64
10:08:39,63
10:08:49,63
10:08:54,64
10:09:04,65
10:09:14,66
10:09:19,65
10:09:24,64
10:09:31,64
10:09:36,64
10:09:46,63
10:09:51,62
10:09:56,62
10:10:06,63
10:10:21,63
10:10:36,63
10:10:41,64
10:10:46,63
10:11:01,63
10:11:16,64
10:11:21,63
10:11:26,65
10:11:31,66
10:11:36,65
10:11:51,65
10:11:56,64
10:12:01,63
10:12:16,63
10:12:31,63
10:12:36,63
10:12:41,62
10:12:56,62
10:13:07,64
10:13:12,65
10:13:17,64
10:13:22,64
10:13:37,64
10:13:47,65
10:14:02,65
10:16:59,75
10:17:04,70
10:17:09,66
10:17:14,67
10:17:24,66
10:17:34,67
10:17:39,67
10:17:49,66
10:17:54,66
10:18:09,66
10:18:14,67
10:18:19,71
10:18:34,71
10:18:44,67
10:18:49,63
10:18:54,63
10:18:59,66
10:19:04,69
10:19:09,70
10:19:14,69
10:19:24,70
10:19:34,71
10:19:39,72
10:19:44,71
10:19:49,70
10:19:59,69
10:20:04,70
10:20:11,69
10:20:26,70
10:20:36,71
10:20:51,71
10:21:06,71
10:21:21,71
10:21:31,71
10:21:36,73
10:21:41,74
10:21:46,75
10:21:51,67
10:21:56,67
10:22:11,67
10:22:16,63
10:22:21,63
10:22:26,63
10:22:41,63
10:22:46,63
10:22:51,63
10:23:06,63
10:23:21,64
10:23:26,65
10:23:36,66
10:23:51,66
10:23:58,68
10:24:03,67
10:24:18,67
10:24:33,67
10:27:00,74
10:27:05,72
10:27:20,72
10:27:25,72
10:27:35,72
10:27:45,72
10:28:00,72
10:28:05,73
10:28:10,73
10:28:25,73
10:28:30,76
10:28:45,76
10:28:50,82
10:28:55,83
10:29:00,84
10:29:05,85
10:29:10,87
10:29:15,85
10:29:20,85
10:29:25,86
10:29:40,86
10:29:57,69
10:30:02,67
10:30:07,65
10:30:12,66
10:30:27,66
10:30:42,65
10:30:57,65
10:31:12,65
10:31:27,66
10:31:32,65
10:31:47,65
10:31:52,63
10:32:07,63
10:32:12,59
10:32:27,59
10:32:32,61
10:32:42,60
10:32:57,60
10:33:02,66
10:33:07,64
10:33:12,66
10:33:17,64
10:33:24,62
10:33:34,63
10:33:44,64
10:33:49,66
10:33:54,68
10:33:59,69
10:34:14,67
10:34:29,66
10:34:39,70
10:34:44,73
10:34:49,72
10:34:54,71
10:35:09,71
10:35:19,67
10:35:24,65
10:35:39,65
10:36:56,66
10:37:01,65
10:37:06,67
10:37:11,63
10:37:26,63
10:37:31,69
10:37:36,67
10:37:41,66
10:37:46,64
10:37:56,63
10:38:01,64
10:38:06,67
10:38:11,72
10:38:16,70
10:38:21,69
10:38:36,69
10:38:41,68
10:38:56,68
10:39:42,71
10:39:47,69
10:39:52,69
10:39:57,68
10:40:07,68
10:40:17,69
10:40:22,68
10:40:32,66
10:40:37,64
10:40:42,64
10:40:47,63
10:40:52,64
10:41:07,64
10:41:12,66
10:41:17,68
10:41:22,67
10:41:27,69
10:41:32,69
10:41:47,69
10:42:02,69
10:42:07,70
10:42:12,71
10:42:27,71
10:42:42,72
10:42:47,72
10:42:54,72
10:42:59,73
10:43:04,74
10:43:19,74
10:43:29,62
10:43:34,60
10:43:39,65
10:43:44,66
10:43:49,67
10:43:54,66
10:44:09,66
10:44:19,65
10:44:29,64
10:44:39,65
10:44:44,66
10:44:59,66
10:45:04,66
10:45:14,65
10:45:19,65
10:45:24,68
10:45:29,67
10:45:44,67
10:45:59,67
10:46:04,65
10:46:19,65
10:46:21,65
10:46:31,65
10:46:41,65
10:46:46,65
10:47:01,65
10:47:06,67
10:47:11,68
10:47:26,65
10:47:31,63
10:47:36,62
10:47:41,63
10:47:46,63
10:48:01,63
10:48:11,62
10:48:26,62
10:48:31,61
10:48:41,60
10:48:46,59
10:49:01,59
10:49:16,63
10:49:21,62
10:49:31,62
10:49:36,61
10:49:41,63
10:49:46,62
10:49:53,62
10:50:03,63
10:50:13,64
10:50:18,65
10:50:23,64
10:50:38,66
10:50:43,64
10:50:48,62
10:50:53,61
10:50:58,62
10:51:03,63
10:51:08,62
10:51:23,61
10:51:28,62
10:51:43,62
10:51:53,61
10:52:08,61
10:52:13,62
10:52:28,62
10:52:33,61
10:52:38,62
10:52:43,64
10:52:58,64
10:53:03,66
10:53:08,65
10:53:13,64
10:53:19,64
10:53:24,64
10:53:39,64
10:53:44,63
10:53:54,63
10:54:09,63
10:54:14,64
10:54:19,65
10:54:24,66
10:54:29,69
10:54:39,68
10:54:44,66
10:54:49,66
10:54:59,66
10:55:04,65
10:55:09,64
10:55:19,65
10:55:24,64
10:55:29,63
10:55:39,64
10:55:49,67
10:55:54,66
10:55:59,65
10:56:04,64
10:56:14,62
10:56:24,63
10:56:34,64
10:56:41,64
10:56:46,63
10:56:51,64
10:56:56,64
10:57:11,64
10:57:16,63
10:57:21,62
10:57:26,62
10:57:36,63
10:57:41,64
10:57:46,65
10:58:01,65
10:58:06,67
10:58:11,73
10:58:16,69
10:58:21,66
10:58:26,64
10:58:31,63
10:58:36,62
10:58:51,62
10:58:56,65
10:59:01,66
10:59:06,64
10:59:11,67
10:59:16,67
10:59:31,67
10:59:37,67
10:59:42,67
10:59:57,68
11:00:12,68
11:00:22,67
11:00:27,66
11:00:37,75
11:00:42,69
11:00:47,69
11:01:02,69
11:01:17,69
11:01:27,67
11:01:37,66
11:01:47,65
11:01:52,64
11:02:02,65
11:02:07,64
11:02:12,64
11:02:17,63
11:02:27,63
11:02:42,63
11:02:47,64
11:02:52,65
11:02:57,67
11:03:02,68
11:03:09,69
11:03:19,70
11:03:34,69
11:03:49,69
11:03:59,68
11:04:14,68
11:04:19,61
11:04:29,62
11:04:44,62
11:04:59,63
11:05:04,62
11:05:09,62
11:05:14,61
11:05:29,61
11:05:44,61
11:05:49,62
11:05:54,62
11:06:04,63
11:06:09,64
11:06:14,63
11:06:29,63
11:06:44,64
11:06:49,61
11:06:56,60
11:07:06,61
11:07:16,62
11:07:21,62
11:07:26,61
11:07:41,61
11:07:56,61
11:08:06,60
11:08:11,60
11:08:16,62
11:08:21,63
11:08:36,63
11:08:51,63
11:09:06,62
11:09:11,63
11:09:16,73
11:09:21,78
11:09:26,78
11:09:41,78
11:09:56,78
11:10:38,76
11:10:53,76
11:11:08,76
11:11:23,76
11:11:28,81
11:11:38,77
11:11:43,75
11:11:48,74
11:11:53,72
11:12:08,72
11:12:23,72
11:12:28,73
11:12:43,73
11:14:30,62
11:14:35,64
11:14:45,63
11:14:50,64
